5 8.246265736869019e-213 obs
6 9.636491400545489e-54 obs
7 5.575490769680773e-14 obs
8 0.00048594792825268216 obs
9 0.14798744005634895 obs
10 0.47227018080050875 obs
11 0.2668784393711048 obs
12 0.08301537949496296 obs
13 0.021939718468916847 obs
14 0.005561982363703644 obs
15 0.0013953586287646091 obs
16 0.00034914434068800126 obs
17 8.730513953270069e-05 obs
18 2.1827475962576948e-05 obs
19 5.456943435566686e-06 obs
20 1.3642405116698342e-06 obs
21 3.4106042023918093e-07 obs
22 8.526512229600769e-08 obs
23 2.131627996337926e-08 obs
24 5.329072849669103e-09 obs
25 1.3322670744386755e-09 obs
26 4.4408943189466754e-10 obs
